  0.0009	  0.0013	 -0.0755	 -0.2778	  1.0000
  0.0013	  0.0013	 -0.0730	 -0.2725	  1.0000
  0.0017	  0.0013	 -0.0672	 -0.2609	  1.0000
  0.0021	  0.0013	 -0.0592	 -0.2470	  1.0000
  0.0025	  0.0013	 -0.0511	 -0.2357	  1.0000
  0.0029	  0.0013	 -0.0443	 -0.2284	  1.0000
  0.0033	  0.0013	 -0.0386	 -0.2234	  1.0000
  0.0037	  0.0013	 -0.0324	 -0.2176	  1.0000
  0.0041	  0.0013	 -0.0239	 -0.2127	  1.0000
  0.0045	  0.0013	 -0.0133	 -0.2111	  1.0000
  0.0049	  0.0013	 -0.0020	 -0.2153	  1.0000
  0.0053	  0.0013	  0.0081	 -0.2214	  1.0000
  0.0057	  0.0013	  0.0166	 -0.2257	  1.0000
  0.0061	  0.0013	  0.0248	 -0.2257	  1.0000
  0.0065	  0.0013	  0.0339	 -0.2259	  1.0000
  0.0069	  0.0013	  0.0442	 -0.2303	  1.0000
  0.0073	  0.0013	  0.0544	 -0.2410	  1.0000
  0.0077	  0.0013	  0.0625	 -0.2541	  1.0000
  0.0081	  0.0013	  0.0679	 -0.2659	  1.0000
  0.0085	  0.0013	  0.0707	 -0.2738	  1.0000
  0.0089	  0.0013	  0.0721	 -0.2792	  1.0000
  0.0093	  0.0013	  0.0727	 -0.2829	  1.0000
  0.0097	  0.0013	  0.0727	 -0.2852	  1.0000
  0.0101	  0.0013	  0.0719	 -0.2853	  1.0000
  0.0105	  0.0013	  0.0690	 -0.2815	  1.0000
  0.0109	  0.0013	  0.0652	 -0.2760	  1.0000
  0.0113	  0.0013	  0.0578	 -0.2648	  1.0000
  0.0117	  0.0013	  0.0544	 -0.2597	  1.0000
  0.0121	  0.0013	 -0.0132	 -0.2689	  1.0000
  0.0125	  0.0013	 -0.0741	 -0.2874	  1.0000
  0.0129	  0.0013	 -0.0740	 -0.2871	  1.0000
  0.0133	  0.0013	 -0.0734	 -0.2859	  1.0000
  0.0137	  0.0013	 -0.0728	 -0.2829	  1.0000
  0.0141	  0.0013	 -0.0720	 -0.2769	  1.0000
  0.0145	  0.0013	 -0.0717	 -0.2681	  1.0000
  0.0149	  0.0013	 -0.0718	 -0.2583	  1.0000
  0.0153	  0.0013	 -0.0725	 -0.2491	  1.0000
  0.0157	  0.0013	 -0.0734	 -0.2408	  1.0000
  0.0161	  0.0013	 -0.0740	 -0.2317	  1.0000
  0.0165	  0.0013	 -0.0736	 -0.2201	  1.0000
  0.0169	  0.0013	 -0.0707	 -0.2063	  1.0000
  0.0173	  0.0013	 -0.0643	 -0.1925	  1.0000
  0.0177	  0.0013	 -0.0542	 -0.1826	  1.0000
  0.0181	  0.0013	 -0.0421	 -0.1794	  1.0000
  0.0185	  0.0013	 -0.0302	 -0.1831	  1.0000
  0.0189	  0.0013	 -0.0198	 -0.1893	  1.0000
  0.0193	  0.0013	 -0.0107	 -0.1936	  1.0000
  0.0197	  0.0013	 -0.0012	 -0.1933	  1.0000
  0.0201	  0.0013	  0.0097	 -0.1916	  1.0000
  0.0205	  0.0013	  0.0215	 -0.1918	  1.0000
  0.0209	  0.0013	  0.0319	 -0.1945	  1.0000
  0.0213	  0.0013	  0.0388	 -0.1969	  1.0000
  0.0217	  0.0013	  0.0415	 -0.1969	  1.0000
  0.0221	  0.0013	  0.0414	 -0.1973	  1.0000
  0.0225	  0.0013	  0.0402	 -0.2016	  1.0000
  0.0229	  0.0013	  0.0391	 -0.2117	  1.0000
  0.0233	  0.0013	  0.0385	 -0.2241	  1.0000
  0.0237	  0.0013	  0.0383	 -0.2340	  1.0000
  0.0241	  0.0013	  0.0383	 -0.2382	  1.0000
  0.0009	  0.0019	 -0.0753	 -0.2765	  1.0000
  0.0013	  0.0019	 -0.0730	 -0.2707	  1.0000
  0.0017	  0.0019	 -0.0672	 -0.2579	  1.0000
  0.0021	  0.0019	 -0.0594	 -0.2431	  1.0000
  0.0025	  0.0019	 -0.0513	 -0.2315	  1.0000
  0.0029	  0.0019	 -0.0447	 -0.2272	  1.0000
  0.0033	  0.0019	 -0.0386	 -0.2224	  1.0000
  0.0037	  0.0019	 -0.0322	 -0.2163	  1.0000
  0.0041	  0.0019	 -0.0237	 -0.2079	  1.0000
  0.0045	  0.0019	 -0.0136	 -0.2059	  1.0000
  0.0049	  0.0019	 -0.0026	 -0.2098	  1.0000
  0.0053	  0.0019	  0.0077	 -0.2201	  1.0000
  0.0057	  0.0019	  0.0167	 -0.2242	  1.0000
  0.0061	  0.0019	  0.0252	 -0.2241	  1.0000
  0.0065	  0.0019	  0.0343	 -0.2203	  1.0000
  0.0069	  0.0019	  0.0441	 -0.2251	  1.0000
  0.0073	  0.0019	  0.0536	 -0.2363	  1.0000
  0.0077	  0.0019	  0.0623	 -0.2525	  1.0000
  0.0081	  0.0019	  0.0677	 -0.2648	  1.0000
  0.0085	  0.0019	  0.0708	 -0.2736	  1.0000
  0.0089	  0.0019	  0.0715	 -0.2771	  1.0000
  0.0093	  0.0019	  0.0722	 -0.2815	  1.0000
  0.0097	  0.0019	  0.0717	 -0.2834	  1.0000
  0.0101	  0.0019	  0.0702	 -0.2826	  1.0000
  0.0105	  0.0019	  0.0667	 -0.2779	  1.0000
  0.0109	  0.0019	  0.0627	 -0.2722	  1.0000
  0.0113	  0.0019	  0.0561	 -0.2622	  1.0000
  0.0117	  0.0019	  0.0532	 -0.2579	  1.0000
  0.0121	  0.0019	 -0.0130	 -0.2686	  1.0000
  0.0125	  0.0019	 -0.0738	 -0.2868	  1.0000
  0.0129	  0.0019	 -0.0736	 -0.2865	  1.0000
  0.0133	  0.0019	 -0.0731	 -0.2854	  1.0000
  0.0137	  0.0019	 -0.0725	 -0.2827	  1.0000
  0.0141	  0.0019	 -0.0718	 -0.2772	  1.0000
  0.0145	  0.0019	 -0.0715	 -0.2688	  1.0000
  0.0149	  0.0019	 -0.0717	 -0.2591	  1.0000
  0.0153	  0.0019	 -0.0723	 -0.2499	  1.0000
  0.0157	  0.0019	 -0.0733	 -0.2415	  1.0000
  0.0161	  0.0019	 -0.0740	 -0.2322	  1.0000
  0.0165	  0.0019	 -0.0736	 -0.2199	  1.0000
  0.0169	  0.0019	 -0.0706	 -0.2048	  1.0000
  0.0173	  0.0019	 -0.0641	 -0.1896	  1.0000
  0.0177	  0.0019	 -0.0544	 -0.1788	  1.0000
  0.0181	  0.0019	 -0.0430	 -0.1751	  1.0000
  0.0185	  0.0019	 -0.0314	 -0.1786	  1.0000
  0.0189	  0.0019	 -0.0206	 -0.1883	  1.0000
  0.0193	  0.0019	 -0.0108	 -0.1924	  1.0000
  0.0197	  0.0019	 -0.0011	 -0.1913	  1.0000
  0.0201	  0.0019	  0.0093	 -0.1853	  1.0000
  0.0205	  0.0019	  0.0207	 -0.1854	  1.0000
  0.0209	  0.0019	  0.0315	 -0.1917	  1.0000
  0.0213	  0.0019	  0.0388	 -0.1949	  1.0000
  0.0217	  0.0019	  0.0415	 -0.1952	  1.0000
  0.0221	  0.0019	  0.0408	 -0.1929	  1.0000
  0.0225	  0.0019	  0.0396	 -0.1980	  1.0000
  0.0229	  0.0019	  0.0388	 -0.2092	  1.0000
  0.0233	  0.0019	  0.0384	 -0.2224	  1.0000
  0.0237	  0.0019	  0.0382	 -0.2328	  1.0000
  0.0241	  0.0019	  0.0382	 -0.2373	  1.0000
  0.0009	  0.0025	 -0.0755	 -0.2758	  0.0000
  0.0013	  0.0025	 -0.0730	 -0.2673	  1.0000
  0.0017	  0.0025	 -0.0675	 -0.2522	  1.0000
  0.0021	  0.0025	 -0.0594	 -0.2321	  1.0000
  0.0025	  0.0025	 -0.0519	 -0.2204	  1.0000
  0.0029	  0.0025	 -0.0450	 -0.2175	  1.0000
  0.0033	  0.0025	 -0.0402	 -0.2380	  0.0000
  0.0037	  0.0025	 -0.0308	 -0.2061	  1.0000
  0.0041	  0.0025	 -0.0234	 -0.1969	  1.0000
  0.0045	  0.0025	 -0.0144	 -0.1932	  1.0000
  0.0049	  0.0025	 -0.0041	 -0.1972	  1.0000
  0.0053	  0.0025	  0.0070	 -0.2062	  1.0000
