  0.0004	  0.0006	 -0.0870	 -0.2939	  1.0000
  0.0008	  0.0006	 -0.0862	 -0.2913	  1.0000
  0.0012	  0.0006	 -0.0835	 -0.2834	  1.0000
  0.0016	  0.0006	 -0.0786	 -0.2692	  1.0000
  0.0020	  0.0006	 -0.0714	 -0.2505	  1.0000
  0.0024	  0.0006	 -0.0632	 -0.2320	  1.0000
  0.0028	  0.0006	 -0.0548	 -0.2182	  1.0000
  0.0032	  0.0006	 -0.0455	 -0.2119	  1.0000
  0.0036	  0.0006	 -0.0342	 -0.2128	  1.0000
  0.0040	  0.0006	 -0.0206	 -0.2195	  1.0000
  0.0044	  0.0006	 -0.0077	 -0.2285	  1.0000
  0.0048	  0.0006	  0.0020	 -0.2373	  1.0000
  0.0052	  0.0006	  0.0074	 -0.2434	  1.0000
  0.0056	  0.0006	  0.0104	 -0.2465	  1.0000
  0.0060	  0.0006	  0.0140	 -0.2472	  1.0000
  0.0064	  0.0006	  0.0213	 -0.2475	  1.0000
  0.0068	  0.0006	  0.0339	 -0.2492	  1.0000
  0.0072	  0.0006	  0.0490	 -0.2528	  1.0000
  0.0076	  0.0006	  0.0622	 -0.2572	  1.0000
  0.0080	  0.0006	  0.0694	 -0.2608	  1.0000
  0.0084	  0.0006	  0.0718	 -0.2628	  1.0000
  0.0088	  0.0006	  0.0713	 -0.2639	  1.0000
  0.0092	  0.0006	  0.0700	 -0.2653	  1.0000
  0.0096	  0.0006	  0.0682	 -0.2679	  1.0000
  0.0100	  0.0006	  0.0661	 -0.2721	  1.0000
  0.0104	  0.0006	  0.0649	 -0.2764	  1.0000
  0.0108	  0.0006	  0.0644	 -0.2795	  1.0000
  0.0112	  0.0006	  0.0648	 -0.2810	  1.0000
  0.0116	  0.0006	  0.0649	 -0.2814	  1.0000
  0.0120	  0.0006	  0.0651	 -0.2818	  1.0000
  0.0124	  0.0006	 -0.0790	 -0.2773	  1.0000
  0.0128	  0.0006	 -0.0790	 -0.2773	  1.0000
  0.0132	  0.0006	 -0.0789	 -0.2772	  1.0000
  0.0136	  0.0006	 -0.0787	 -0.2767	  1.0000
  0.0140	  0.0006	 -0.0780	 -0.2749	  1.0000
  0.0144	  0.0006	 -0.0768	 -0.2676	  1.0000
  0.0148	  0.0006	 -0.0756	 -0.2564	  1.0000
  0.0152	  0.0006	 -0.0751	 -0.2434	  1.0000
  0.0156	  0.0006	 -0.0751	 -0.2345	  1.0000
  0.0160	  0.0006	 -0.0755	 -0.2291	  1.0000
  0.0164	  0.0006	 -0.0756	 -0.2261	  1.0000
  0.0168	  0.0006	 -0.0732	 -0.2238	  1.0000
  0.0172	  0.0006	 -0.0663	 -0.2217	  1.0000
  0.0176	  0.0006	 -0.0537	 -0.2206	  1.0000
  0.0180	  0.0006	 -0.0393	 -0.2208	  1.0000
  0.0184	  0.0006	 -0.0271	 -0.2222	  1.0000
  0.0188	  0.0006	 -0.0196	 -0.2235	  1.0000
  0.0192	  0.0006	 -0.0149	 -0.2231	  1.0000
  0.0196	  0.0006	 -0.0096	 -0.2194	  1.0000
  0.0200	  0.0006	 -0.0015	 -0.2119	  1.0000
  0.0204	  0.0006	  0.0099	 -0.2012	  1.0000
  0.0208	  0.0006	  0.0219	 -0.1899	  1.0000
  0.0212	  0.0006	  0.0320	 -0.1831	  1.0000
  0.0216	  0.0006	  0.0382	 -0.1862	  1.0000
  0.0220	  0.0006	  0.0423	 -0.2011	  1.0000
  0.0224	  0.0006	  0.0454	 -0.2221	  1.0000
  0.0228	  0.0006	  0.0481	 -0.2420	  1.0000
  0.0232	  0.0006	  0.0498	 -0.2544	  1.0000
  0.0236	  0.0006	  0.0505	 -0.2604	  1.0000
